source,target,APlevel,value,clusterId,sourcefilename,targetfilename,clustersize,sourceTopWords,targetTopWords
doc372,e295,1,-1,11,Bigger_Tax_Break_on_Home_Sales_Looks_More_Likely_t,Baseball_Owners_Disagree_On_Two_Issues_of_Labor_De,2,president;home;exclusion;people;gain;sale;new;tax;plan;capital-gains;sell;codi;gains;current;probably;says;couple;year;years;homes,home;tax;exclusion;plan;people;sell;current;sale;new;years;says;homes;players;mr.;scofield;time;deal;capital-gains;probably;couple
doc296,e296,1,-1,12,Baseball_Talks_Remain_Stalled_On_Issue_of_Lost_Ser,Baseball_Talks_Remain_Stalled_On_Issue_of_Lost_Ser,7,escalera;said;block;good;teams;new;time;deal;said.;florida;players;i;union;service;owner;talks;chicago;agreement;head;owners,web;chicago;direct;new;welfare;states;marketing;think;federal;city;information;on-line;york;mail;know;mr.;government;chicago;president;chrissy
doc404,e296,1,-1,12,Dole_Speaks_to_Governors,Baseball_Talks_Remain_Stalled_On_Issue_of_Lost_Ser,7,just;programs;president;going;think;governors;state;use;states;welfare;know;people;wanted;nation;federal;crime;say;government;juvenile;want,web;chicago;direct;new;welfare;states;marketing;think;federal;city;information;on-line;york;mail;know;mr.;government;chicago;president;chrissy
doc523,e296,1,-1,12,Dole_Stresses_the_Economy_And_Virtues_of_Age,Baseball_Talks_Remain_Stalled_On_Issue_of_Lost_Ser,7,family;unions;said;too;republican;faith;thursday;national;party;jackelyn;teachers;mr.;derryberry's;said;time;i;say;derryberry;prepared;man,web;chicago;direct;new;welfare;states;marketing;think;federal;city;information;on-line;york;mail;know;mr.;government;chicago;president;chrissy
doc666,e296,1,-1,12,Baseball_Talks_Still_on_Hold;_Issue_of_Service_Tim,Baseball_Talks_Remain_Stalled_On_Issue_of_Lost_Ser,7,said;support;deal.;vote;collective;good;labor;teams;time;new;days;players;union;service;regular-season;giving;imes;owners;bosco;deal,web;chicago;direct;new;welfare;states;marketing;think;federal;city;information;on-line;york;mail;know;mr.;government;chicago;president;chrissy
doc800,e296,1,-1,12,Baseball_Labor_Deal_Is_Held_Up_By_the_Issue_of_Ser,Baseball_Talks_Remain_Stalled_On_Issue_of_Lost_Ser,7,escalera;said;condition;minor;told;good;leaguers;spoke;2016.;labor;teams;time;deal;ringer;union;players;service;year;management;owners,web;chicago;direct;new;welfare;states;marketing;think;federal;city;information;on-line;york;mail;know;mr.;government;chicago;president;chrissy
doc833,e296,1,-1,12,A_World_Wide_Web_Of_Internet_Marketing,Baseball_Talks_Remain_Stalled_On_Issue_of_Lost_Ser,7,direct;mail;information;marketing;consumers;use;web;from:;on-line;customers;gray;mr.;date:;chrissy;subj:;96-08-16;edt;web.;internet;clients,web;chicago;direct;new;welfare;states;marketing;think;federal;city;information;on-line;york;mail;know;mr.;government;chicago;president;chrissy
doc904,e296,1,-1,12,Chicago_s_Strong_Economy_Has_Led_to_a_Renaissance,Baseball_Talks_Remain_Stalled_On_Issue_of_Lost_Ser,7,just;jobs;too;midwest;like;u.s.;chicago's;city;suburbs;new;great;chicago;los;says;york;chicago;says;big;downtown;says.,web;chicago;direct;new;welfare;states;marketing;think;federal;city;information;on-line;york;mail;know;mr.;government;chicago;president;chrissy
doc294,e297,1,-1,13,Audit_of_AmSouth_Unit_Raises_Compliance_Questions,AmSouth_Broker_Unit_Censured_By_NASD_in_Mutual_Fun,4,unlicensed;services;problems;amsouth;documents;nasd;brokerage;unit's;audit;amsouth's;customer;mr.;investment;unit;halloran;company;says;securities;employee;says.,closed-end;fund;buy;mr.;funds;mutual;funds;fund's;amsouth;unlisted;funds';said;stock;morgan;discount;european;grenfell;regular;halloran;fund
doc297,e297,1,-1,13,AmSouth_Broker_Unit_Censured_By_NASD_in_Mutual_Fun,AmSouth_Broker_Unit_Censured_By_NASD_in_Mutual_Fun,4,dealers;jimmy;said;arms.;risks;amsouth;nasd;brokerage;supervision;compliance;occurred;sale;practices;unit;mutual;alleging;sales;bank;certain;banks,closed-end;fund;buy;mr.;funds;mutual;funds;fund's;amsouth;unlisted;funds';said;stock;morgan;discount;european;grenfell;regular;halloran;fund
doc591,e297,1,-1,13,Closed_Minded__Traded_Funds_Are_Bargains__but_With,AmSouth_Broker_Unit_Censured_By_NASD_in_Mutual_Fun,4,buy;regular;funds;portfolio;higher;perform;fund's;like;$1;discount;shares;funds;mutual;stock;discounts;pay;fund;closed-end;fund;make,closed-end;fund;buy;mr.;funds;mutual;funds;fund's;amsouth;unlisted;funds';said;stock;morgan;discount;european;grenfell;regular;halloran;fund
doc902,e297,1,-1,13,Deutsche_Bank_to_Cover_Losses_of_Halted_Funds,AmSouth_Broker_Unit_Censured_By_NASD_in_Mutual_Fun,4,grenfell;funds';said;however;mozell;portfolio;yuette;valley;suspended;mr.;funds;european;mg;funds.;morgan;bank;investigation;securities;companies;unlisted,closed-end;fund;buy;mr.;funds;mutual;funds;fund's;amsouth;unlisted;funds';said;stock;morgan;discount;european;grenfell;regular;halloran;fund
doc44,e299,1,-1,14,Building_Contracts_Slipped_2%_In_July__the_Third_F,CD_Yields_Are_Mixed_at_Banks__But_Climb_at_Brokera,7,total;office;water;fell;building;construction;billion;said;18%;residential;housing;myron;declines;modest;mr.;year;july;2%;construction;nonresidential,homes;construction;study;home;building;florida;value;survey;says;index;housing;permits;malls;average;mall;said;yield;decline;myron;consumer
doc284,e299,1,-1,14,A_Housing_Boom_Rolls_Along__Despite_the_Gloomy_Sta,CD_Yields_Are_Mixed_at_Banks__But_Climb_at_Brokera,7,home;building;housing;decline;builders;study;research;mr.;new-home;near;florida;value;prices;says;year;permits;homes;malls;average;mall,homes;construction;study;home;building;florida;value;survey;says;index;housing;permits;malls;average;mall;said;yield;decline;myron;consumer
doc299,e299,1,-1,14,CD_Yields_Are_Mixed_at_Banks__But_Climb_at_Brokera,CD_Yields_Are_Mixed_at_Banks__But_Climb_at_Brokera,7,$95000;yields;yield;deposit;brokerage;higher;cds;savings'';more;firms;ended;deposits;five-year;according;rose;certificate;said.;six-month;average;banxquote,homes;construction;study;home;building;florida;value;survey;says;index;housing;permits;malls;average;mall;said;yield;decline;myron;consumer
doc633,e299,1,-1,14,Consumer_Confidence_Climbs_To_Highest_Level_Since_,CD_Yields_Are_Mixed_at_Banks__But_Climb_at_Brokera,7,fell;jobs;index;the;said;half;job;confidence;consumer;economic;conditions;rose;months;new;rising;survey;august;year;conference;july,homes;construction;study;home;building;florida;value;survey;says;index;housing;permits;malls;average;mall;said;yield;decline;myron;consumer
doc731,e299,1,-1,14,CD_Yields_Were_Mixed_In_Week_Ended_Tuesday,CD_Yields_Are_Mixed_at_Banks__But_Climb_at_Brokera,7,$95000;yields;yield;deposit;brokerage;cds;savings'';more;firms;ended;deposits;five-year;according;certificate;six-month;broker-sold;said.;remained;average;banxquote,homes;construction;study;home;building;florida;value;survey;says;index;housing;permits;malls;average;mall;said;yield;decline;myron;consumer
doc815,e299,1,-1,14,CD_Yields_Rise_at_Firms__Are_Mixed_at_Major_Banks,CD_Yields_Are_Mixed_at_Banks__But_Climb_at_Brokera,7,$95000;lower;yields;deposit;yield;increased;slipped;brokerage;higher;cds;savings'';more;firms;five-year;according;six-month;said.;remained;average;banxquote,homes;construction;study;home;building;florida;value;survey;says;index;housing;permits;malls;average;mall;said;yield;decline;myron;consumer
doc841,e299,1,-1,14,CD_Yields_at_Banks__Firms_Were_Mixed_in_Latest_Wee,CD_Yields_Are_Mixed_at_Banks__But_Climb_at_Brokera,7,$95000;fell;decreased;yields;deposit;yield;higher;brokerage;cds;more;jumbo;firms;ended;savings;five-year;six-month;said.;remained;average;banxquote,homes;construction;study;home;building;florida;value;survey;says;index;housing;permits;malls;average;mall;said;yield;decline;myron;consumer
doc5,e348,1,-1,15,Cisco_s_Profit_Increases_78%__Topping_4th_Quarter_,Cellstar_President_Quits__Citing_Health_Reasons,45,cents;said;fiscal;billion;nasdaq;share;net;million;shares;earlier.;compared;market;stock;results;2011;year;cisco;computer-networking;demand;quarter,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc25,e348,1,-1,15,ADVERTISING_Leoma_Richelle_Is_Shaken_Up_By_Creativ,Cellstar_President_Quits__Citing_Health_Reasons,45,richelle;chairman;president;said;burnett's;burnett;creative;vice;change;agency;euro;mr.;officer.;new;officer;said.;mcdonald's;deana;officer;chief,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc63,e348,1,-1,15,ADVERTISING_Tambrands_Takes_New_Look_At_Its_Market,Cellstar_President_Quits__Citing_Health_Reasons,45,launched;snowden;naturals;creative;tambrands';tampon;mr.;product;executive;new;share;earlier;market;company;group's;says;tambrands;durkin;products;tampax,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc85,e348,1,-1,15,Air_Traffic_Gains__Expired_Tax_Boost_Earnings_at_A,Cellstar_President_Quits__Citing_Health_Reasons,45,earnings;antarctica;million;cents;said;diluted;airlines;amr's;net;million;passenger;rose;airlines;american;income;air;load;year;revenue;amr,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc104,e348,1,-1,15,Deere_s_Earnings_Get_a_Boost_As_Farmers_Thrive_in_,Cellstar_President_Quits__Citing_Health_Reasons,45,million;cents;said;sales.;climbed;deere's;we;equipment;shares;farm;rose;farmers;said;stock;deere;sales;grain;year;positive;latest,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc110,e348,1,-1,15,Amdahl_Says_It_Expects_To_Post_2nd_Quarter_Loss,Cellstar_President_Quits__Citing_Health_Reasons,45,analysts;services;blank;said;cents;loss;second;one-time;share;professional;million;mr.;pricing;new;quarter.;amdahl;million.;bipolar;mainframes;amdahl's,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc117,e348,1,-1,15,Conrail_Earnings_Drop_79%_On_Charge;_Dividend_Rais,Cellstar_President_Quits__Citing_Health_Reasons,45,earnings;million;second-quarter;said;net;million;resulting;share;charge;including;traffic;quarters;income;year-earlier;2011;conrail;inc.;employee;fully;diluted,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc127,e348,1,-1,15,AlliedSignal_Net_Tops_Estimates;_Consolidation_Pla,Cellstar_President_Quits__Citing_Health_Reasons,45,earnings;analysts;second-quarter;said;cents;told;share;flow;net;million;business;sale;alliedsignal;new;slightly;company;restructuring;cash;year;brake,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc149,e348,1,-1,15,Bombay_Co.._Ousts_Nourse_As_Its_CEO_and_President,Cellstar_President_Quits__Citing_Health_Reasons,45,president;nourses;cents;said;larger;bombay;ended;mr.;executive;rose;galvin;chain;sales;million.;company;2011;year;stores;bombay's;chief,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc152,e348,1,-1,15,A_Survey_of_Florida_Tech_Stocks__After_the_Sector_,Cellstar_President_Quits__Citing_Health_Reasons,45,just;earnings;expert;analysts;investors;boca;maker;tech;mr.;st.;time;company's;stock;price;cyberguard;butterworth;late;jabil;stocks;says,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc171,e348,1,-1,15,Bristol_Myers__Warner_Lambert_Report_Single_Digit_,Cellstar_President_Quits__Citing_Health_Reasons,45,cents;second-quarter;said;eased;bristol-myers;share;net;million;rose;new;quarter.;warner-lambert;strong;reduced;sales;capoten;company;year;exchange;drug,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc199,e348,1,-1,15,Bond_Market_Lifts_Small_Stocks__But_Technology_Sha,Cellstar_President_Quits__Citing_Health_Reasons,45,earnings;million;fell;index;cents;technology;said;fiscal;nasdaq;share;posted;stocks;rose;software;stock;market;quarter.;company;calif.;friday,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc200,e348,1,-1,15,Brokerage_Firms_See_Big_Gains__But_Profits_Could_S,Cellstar_President_Quits__Citing_Health_Reasons,45,painewebber's;million;analysts;said;cents;dlj's;second;brokerage;share;million;share.;new;stock;market;quarter;results;income;year-earlier;quarter;revenue,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc213,e348,1,-1,15,Dramatic_Rally_Lifts_Stocks_From_Deep_Midday_Plung,Cellstar_President_Quits__Citing_Health_Reasons,45,earnings;reported;index;technology;second-quarter;cents;said;estimates;nasdaq;share;net;share.;shares;rose;share;compared;market;income;company;year,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc219,e348,1,-1,15,Comsat_s_Profit_Fall_Short_Of_Analysts__Expectatio,Cellstar_President_Quits__Citing_Health_Reasons,45,earnings;president;services;fell;said;cents;second;communications;international;share;deltoro;million;ascent;earlier.;stock;order;comsat;company;year;revenue,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc230,e348,1,-1,15,As_MedCath_Stock_Recovers__Rivals_Question_Prospec,Cellstar_President_Quits__Citing_Health_Reasons,45,president;analysts;hospital;knowles;insider;bakersfield;business;mr.;hospitals;managed-care;medcath;stock;patients;days;sales;company;care;says;hospital;says.,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc285,e348,1,-1,15,Delta_Reports_Strong_Results_For_4th_Quarter_Despi,Cellstar_President_Quits__Citing_Health_Reasons,45,analysts;million;said;cents;delta;higher;excellent;share;available;million;costs;passenger;fourth;new;quarter;seat;mile;2011;year;airline,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc301,e348,1,-1,15,CompUSA_s_Net_Skyrockets__But_Sales_Jitters_Hurt_S,Cellstar_President_Quits__Citing_Health_Reasons,45,million;fell;analysts;said;cents;compusa's;inc.;net;concerns;fourth;acquisition;company's;stock;quarter.;pcs;operating;sales;income;company;quarter,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc304,e348,1,-1,15,A_Look_at_What_s_in_Store_For_Four_Florida_Retaile,Cellstar_President_Quits__Citing_Health_Reasons,45,earnings;chico's;analysts;cents;second;hut;share;net;recent;million;mr.;company's;stock;times;florida;sales;sunglass;company;2011;says,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc343,e348,1,-1,15,Banks_Post_Robust_Earnings__Exceeding_Some_Expecta,Cellstar_President_Quits__Citing_Health_Reasons,45,earnings;million;said;equity;net-interest;return;million;expenses;gain;rose;assets;new;quarter;strong;year-earlier;bank;year;york;credit;quarter,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc347,e348,1,-1,15,AST_Chief_Resigns_After_Nine_Months,Cellstar_President_Quits__Citing_Health_Reasons,45,analyst;experts;analysts;said;losing;likely;ast;corp.;samsung;co.;mr.;kees;kees;kimberely;kimberely;staunch;company;ast's;industry;samsung,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc348,e348,1,-1,15,Cellstar_President_Quits__Citing_Health_Reasons,Cellstar_President_Quits__Citing_Health_Reasons,45,financial;cellstar;pasquale's;million;said;second;international;net;mr.;earlier.;company's;stock;results;operating;company;year;stores;officer;resigned;chief,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc373,e348,1,-1,15,Arch_Catches_Wall_Street_s_Eye_With_Stronger_Pagin,Cellstar_President_Quits__Citing_Health_Reasons,45,million;analysts;arch;arch's;18;mr.;industry;new;stock;police;strong;two-way;pagers;company;say;says;local;industry;make;paging,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc374,e348,1,-1,15,Chief_of_VastComm_Network_Credit_Card_Unit_Resigns,Cellstar_President_Quits__Citing_Health_Reasons,45,financial;president;charges;said;ms.;vastcomm;business;network;mr.;executive;porfirio;company;grew;2011;card;universal;credit;daniels;chief;network's,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc381,e348,1,-1,15,But_Those_Same_Family_Ties_May_Pose_Obstacle_to_Su,Cellstar_President_Quits__Citing_Health_Reasons,45,million;cable;club'';network;entertainment;new;ife;nbc;''700;family;patience;cbn;timothy;hunt;says;ife's;channel;religious;black;says.,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc459,e348,1,-1,15,Boise_Cascade_s_Stock_Declines_On__17_Million_Quar,Cellstar_President_Quits__Citing_Health_Reasons,45,million;boise;said;cents;loss;paper;products.;billion.;share;net;million;business;market;operating;cascade's;cascade;year-earlier;prices;earned;year,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc463,e348,1,-1,15,Bankers_Trust__KeyCorp_Report_Rising_Profits__Beat,Cellstar_President_Quits__Citing_Health_Reasons,45,cost-cutting;said;cents;june.;profits;trust;parts;share;derivatives;million;mr.;business;bankers;new;income;year-earlier;grew;saw;investment-banking;revenue,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc480,e348,1,-1,15,Apple_s_Quarterly_Loss_Is_Less_Than_Analysts_Had_F,Cellstar_President_Quits__Citing_Health_Reasons,45,million;analysts;cents;said;billion;loss;flat;quarters;recent;mr.;share;company's;market;results;apple;sales;company;year.;apple's;quarterly,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
doc531,e348,1,-1,15,Dell_Profit_Rises_a_Record_58%__Reflecting_Lower_C,Cellstar_President_Quits__Citing_Health_Reasons,45,dell;said;cents;second;dell's;parts;share;mr.;earlier.;price;days;results;quarter.;quarter;strong;sales;inventory;prices;year;margin,family;ife;vastcomm;true;comsat;channel;cbn;medcath;crescent;mr.;arch;paging;land;ast;north;bank;ayala;middle-income;timothy;dell
