source,target,APlevel,value,clusterId,sourcefilename,targetfilename,clustersize,sourceTopWords,targetTopWords
doc645,e280,1,-1,10,Aetna_Is_Expected_to_Unveil_Stake_in_Mexican_Ventu,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,insurance;grupo;million;analysts;said;mexican;financial-services;aetna;u.s.;financiero;company;share;new;expected;harlow;said.;company;banking;products;scalise,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc653,e280,1,-1,10,Bill_Seeking_to_Curb_Investment_In_Iran_and_Libya_,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,president;iran;million;said;helms-burton;passed;legislation;white;companies;house;sanctions;u.s.;impact;european;bill;company;bar;foreign;commission;energy,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc656,e280,1,-1,10,Boatmen_s_Share_Price_Jumps_On_News_of_NationsBank,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,total;accretive;said;boatmen's;expects;close;combined;shares;acquisition;new;states;stock;price;deal;combination;company;richard;bank;nationsbank;trading,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc659,e280,1,-1,10,A_Piracy_Deal_Doesn_t_Make_a_China_Policy,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,interests;needs;national;intellectual;property;copyright;u.s.;mr.;chinese;economic;washington;china's;american;agreements;laws;china.;beijing;administration;china;cd,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc673,e280,1,-1,10,Coopers___Lybrand_Settles_Spanish_Hiring_Lawsuit,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,legal;information;spanish;said;auditor;then;madrid;court;young;statement;months;ernst;created.'';began;young;2011;lybrand;coopers;biggest-ever;exchange,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc676,e280,1,-1,10,AlliedSignal_Reports_Profit_Jumped_20%_in_2nd_Quar,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,items;million;cents;said;billion;business.;share;flow;net;million;include;sale;excluding;alliedsignal;new;free;company's;compared;year.;cash,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc678,e280,1,-1,10,Chrysler_Combines_Managers_Of_Jeep_and_Plymouth_Un,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,jeep/eagle;jobs;said;manager;marketing;officials;we;divisions;byers;chrysler/plymouth;mr.;general;product;chrysler;said.;company;management;want;consolidation;kinney,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc680,e280,1,-1,10,Barrick_Boosts_Bid_for_Owner_Of_Promising_Gold_Sit,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,ounces;mining;analysts;million;said;toronto;potential;arequipa;offer;deposits;mr.;new;pierina;stock;barrick's;company;pierina.;canadian;barrick;gold,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc681,e280,1,-1,10,Bell_Atlantic_Chooses_Lucent_As_Supplier_of_Networ,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,networks;lucent;plans;services;said;offer;expects;atlantic;network;technologies;bell;gear;lucent;bay;broadband;bell;inc.;license;video;vastopolis,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc682,e280,1,-1,10,Don_Box_May_Make_Bid_To_Buy_Out_Family_Firm,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,don;nonvoting;holding;potential;people;sources;mr.;company;energy;energy's;shady;energy.;company;say;douglass;box;tommie;bid;energy;brothers,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc685,e280,1,-1,10,Art_of_the_Deal_in_Alabama,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,total;financial;solidly;birmingham.;reason;birmingham;rights;more;corp.;absorbing;atlanta.;deals;28;says;2011;branch;expand;bank;corp.;banks,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc686,e280,1,-1,10,As_if_There_Were_Any_Doubts__Royce_Nail_Is_a_Very_,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,over;million;nail;news;worth.;inc.;net;$1;capital;mr.;assets;company;personal;including;stock;income;report;disclosure;finance;public,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc694,e280,1,-1,10,Cabot_Is_Censured_by_SEC_For_Late_Presstek_Disclos,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,holdings;said;newsletter;firm;filing;mr.;money-management;shares;presstek;stock;order;file;sec;late;money;says;2011;2010;cabot;management,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc695,e280,1,-1,10,Beijing_Commits__36_Billion_To_Make_Pudong_a_Showc,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,said;billion;officials;companies;pudong;corp.;chinese;investment;fallon;pudong;new;say.;said.;western;government;foreign;commercial;central;shanghai;banks,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc702,e280,1,-1,10,Be_a_Lord_of_Your_Own_Manor_In_the_English_Country,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,home;buyers;...;more;property;$2.8;house;run;u.s.;mr.;country;(at;however.;manorial;buyer;says;owners;english;manor;house,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc711,e280,1,-1,10,Apple_Debate_Rages_Over_Merits_Of_Closer_Ties_With,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,nt;person;manager;mountain;said;technology;apple-be;offering;people;be;licensing;including;operating;apple;macintosh;calif.;says;talks;apple's;closely,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc712,e280,1,-1,10,Campbell_Soup_Sees_Job_Cuts_In_Latest_Streamlining,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,financial;work;resources;reported;campbell;said;newsletter;u.s.;mr.;invest;campbell's;staff;declined;said.;food;restructuring;skeptical;company;review;chief,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc726,e280,1,-1,10,Avon_Sees_China_Sales_Swelling;__Avon_Ladies__to_H,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,direct;joint;million;using;selling;restrictions;avon's;avon;representatives;product;new;company's;sales;year.;year;china.;operations;products;end;china,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc728,e280,1,-1,10,ADVERTISING_P_G_Turns_to_Makeup_Artists_To_Help_Ma,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,max;maxwell;makeup;lasting;hollywood;factor;units;paez's;mr.;p&g;brands;new;paez;sales;performance;cosmetics;says;brand;campaign;make,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc730,e280,1,-1,10,Debt__Opposition_Could_Derail_Proposed_Plans_for_P,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,debt;international;officials;malaysia;country's;manage;malaysian;aviation;airport;new;ringgit;sri;airports;takeover;company;say;government;executives;tan;tajudin,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc738,e280,1,-1,10,China_Sends_Its_New_Satellite_Into_Bad_Orbit_in_Se,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,hughes;satellite's;satellite;november;said;launch;officials;sunday's;space;intended;long;orbit;orbit.;reach;march;failure;china's;2010;industry;china,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc743,e280,1,-1,10,ENTERPRISE_Business_Start_Ups_Fell_2.1%_In_First_H,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,entrepreneurs;services;said;the;second;reason;decline;business;mr.;according;new;starts;start;planning;earlier;company;year.;year;josephine;activity,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc744,e280,1,-1,10,Avon_Products_Consolidates_Two_Asian_Pacific_Busin,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,named;indonesia;president;consolidated;australia;avon's;davina;avon;mr.;new;sales;indonesia;40;asia;2011;48;frasier;products;chief;15%,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc749,e280,1,-1,10,EDS_Signals_Intent_to_Issue_Debt_of_up_to__2_Billi,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,services;phone;debt;billion;companies;corp.;diversify;running;largest;$2;field;telecommunications;systems;company's;spinoff;regional;eds;executives;big;services.,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc753,e280,1,-1,10,Agency_Studies_IBM_s_Pact_With_Storage_Technology,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,alliance;agreed;justice;information;said;spokeswoman;marketing;department;ibm;storagetek;market.;deal;mainframe;sales;storagetek;ibm's;devices;systems.;high-end;storage,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc765,e280,1,-1,10,America_Online_to_Launch_Service_for_Local_Markets,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,information;building;million;services;said;aol;provide;markets;everyday;launch;on-line;digital;mr.;gould;new;expected;cities;company;local;make,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc776,e280,1,-1,10,Audit_of_McDonnell_s_Costs_During_June_Strike_Is_S,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,workers.;asked;defense;replacement;president;using;mcdonnell;said;this;bayonets'';department;joya;workers;mr.;douglas;codi;union;company;machinists';paying,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc778,e280,1,-1,10,Asian_Manufacturers_Roost_In_Bargain_Basement_Mexi,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,manufacturing;president;u.s.;mexico;mexican;sa;companies;u.s.;asian;korean;product;company;south;says;import;border;border.;produce;population;taiwanese,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc779,e280,1,-1,10,Baxter_Will_Acquire_Immuno_In_Deal_Valued_at__715_,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,bearer;acquire;transaction;international;immuno;francs;blood;snow's;60%;million;u.s.;shares;swiss;division;advised;sales;company;snow;baxter;snow,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc783,e280,1,-1,10,Bema_Gold_s_Shares_Soar_62%__Boosted_by_Its_Gold_R,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,ounces;mining;owns;million;said;bema;deposit;gold;casale;shares;cerro;hinds;stock;american;said.;metric;contain;company;gold;large,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc790,e280,1,-1,10,BSkyB_Pretax_Profit_Jumped_66%_on_Subscriber_Growt,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,plc;profit;plans;million;analysts;expansion;said;british;launch;channels;pretax;digital;jump;rose;london;late;company;bskyb;year;revenue,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc804,e280,1,-1,10,Darling_Jefferies_Fund_Raising_Plan,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,hopewell;hong;said;raise;investors;commuter;kong;interested;darling;mr.;toll;bangkok;projects;stake;new;company;ltd.;infrastructure;investors;china,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc807,e280,1,-1,10,A_Screwy_Way_To_Treat_Companies,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,2008;2009;americans;clients.;pedicle;manufacturers;half;basile;implants;like;mr.;company;20/20'';ran;regulatory;worrying;screws;litigation;sofamor;filed,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc812,e280,1,-1,10,DFS_Allies_With_Beijing_in_Bid_To_Expand_in_China_,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,hong;dfs;said;tingley;duty-free;kong;business;chinese;mr.;chek;airport;new;china's;partners;kok;lap;ltd.;year;kong's;china,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc828,e280,1,-1,10,ENTERPRISE_Amateur_Inventors_Are_Using_Middlemen_t,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,entrepreneurs;initiatives;viases;initiatives;fiscal;marketing;products.;part-time;mr.;licensing;market;ramsey;company;says;venture;license;inventors;products;retail;says.,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc831,e280,1,-1,10,American_Trans_Air_Plans_To_Cut_Routes__Reduce_Fle,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,total;plans;fleet.;said;reducing;originate;cancel;l.;recent;air's;operation;scheduled;trans;boston;american;amtran;service;air;certain;end,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc834,e280,1,-1,10,And_Why_the_Future_Looks_So_Promising,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,games;2019;million;abc;atlanta;tba;city;$1.5;sources:;munich;$300.0;1972;nbc;committee;1976;tokyo;2011;year;barcelona;$394000,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc836,e280,1,-1,10,ASIAN_MARKETING_Who_Needs_Blondes_to_Sell_Beer__Wh,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,hong;carlsberg;tiger;agency;awareness;good;kong;people;young;women;chinese;new;ad;says;intel's;intel;brand;ads;china;china,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc838,e280,1,-1,10,Digital_Unit_AltaVista_Plans_Stock_Offering,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,altavista;plans;said;common;class;web;number;corp.;co.;digital;shares;new;software;including;announced;search;competitive;inc.;internet;world,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc847,e280,1,-1,10,Amre_to_Sell_Products_in_Kiosks_In_Montgomery_Ward,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,acquire;home;services;said;kiosks;amre;montgomery;offers;agreement;century;shares;21;market;stock;ward;home-improvement;name;improvements;services.;products,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc851,e280,1,-1,10,Commerce_Will_Investigate_Cray_Dumping_Charge_Agai,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,analysts;said;department;issue;determination;japanese;preliminary;u.s.;research;commerce;supercomputers;price;deal;dumping;petition;2011;cray;inc.;nec;filed,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc853,e280,1,-1,10,China_Bans_Internet_Access_To_as_Many_as_100_Web_S,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,hong;sites;control;information;news;likely;implemented;web;access;u.s.;including;china's;explicit;sites;information.;industry;sponsored;beijing;internet;china,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc860,e280,1,-1,10,Champion_Enterprises_to_Buy_Redman_for__367.6_Mill,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,total;champion;president;million;auburn;redman;common;champion's;companies;no.;million;shares;enterprises;share;stock;hills;said.;inc.;revenue;manufactured-housing,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc865,e280,1,-1,10,Business_World_Beat_Extinction_The_Old_Fashioned_W,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,work;satisfied;pleistocene;then;interesting.;brea;fruited;mastodons;good;etc.;hunted;science;went;existence;asian;hunter-gatherers;open;informs;nature;la,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc886,e280,1,-1,10,Alliance_Entertainment_Plans_to_Buy_Music_Firm,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,alliance;music;president;million;said;chairman.;chairman;tadlock;entertainment;mr.;shares;executive;stock;red;officer;additional;million.;company;based;chief,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc891,e280,1,-1,10,Baring_Set_to_Launch_Eastern_Europe_Fund,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,hungary;asset;markets;year;baring;advantages;rates;mr.;poland;20%;european;teena;times;earnings.;said.;2011;eastern;fund;cheap;trading,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc893,e280,1,-1,10,British__French_Firms_Clear_Guided_Weapons_Venture,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,hughes;plc;missiles;france;said;transaction;british;tactical;pounds;bae;bloated;awarded;guided-weapons;create;lagardere;matra;continent's;sales;initial;government,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc899,e280,1,-1,10,Chrysler_Plymouth__Jeep_Eagle_Combine_Divisions__M,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,chrysler-plymouth;dealers;manager;said;divisions';consolidated;combined;half;division.;chrysler-plymouth;divisions;dodge;general;appointed;h.;sales;good;separately.;combine;jeep-eagle,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc900,e280,1,-1,10,ASIAN_TECHNOLOGY_Singapore_Telecom_Unit_Mulls_PCN_,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,cellular;networks;phone;using;handset;communications;way;use;gsm;analog;customers;digital;pcn;network;system;phones;personal;says;handsets;mobile,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc928,e280,1,-1,10,Chevron_Faces__700_Million_Verdict_in_Cities_Servi,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,million;the;said;spokeswoman;adequate;numerous;court;oil;lawsuit;company;errors;given;cities;okla.;gulf;verdict;2011;tulsa;jury;chevron,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc932,e280,1,-1,10,Canada_Issues_Alert_On_Dental_Amalgam,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,exposure;amalgam;department;conducted;dentists;recommended;use;study;effects;health;dental;mercury.;people;suffered;use.;concluded;fillings;canadian;amalgam;mercury,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc936,e280,1,-1,10,Boeing_to_Resume_Production_At_Plant_in_Canada_Aft,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,work;212;said;facility;winnipeg;plant.;spokesman;expects;workers;production;week.;resume;facility;late;company;canadian;capacity;boeing;2%;week,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc940,e280,1,-1,10,Acclaim_s_Losses_Exceed_Estimates_for_Quarter__Yea,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,games;million;said;cents;year;gatewood;sales.;video-game;acclaim;net;fourth;new;quarter;company;report;2011;losses;year;delay;quarter,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc945,e280,1,-1,10,Booker_to_Leave_Columbia_To_Start_Production_Compa,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,film;studio;president;roberto;said;successor;jimmy;succeeding;expires.;columbia;marketing;pictures;ms.;pictures;production;pictures';booker;sony;tristar;producer,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc956,e280,1,-1,10,Auditor_Airs_Dirty_Laundry,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,bluntness;holdings;president;rodgers;however;holdings';firm;declines;blames;feels;accounting;mr.;baron;stock;president;company;citing;value;says;rodgers,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc962,e280,1,-1,10,Baxter_Confirms_Pact_To_Acquire_Immuno,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,million;too;transaction;makes;international;immuno;factor;blood;snow's;like;therapies;u.s.;division;immuno;sales;snow;baxter;sales;known;hemophilia,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc966,e280,1,-1,10,Champion_to_Acquire_Redman_In_a__364.7_Million_Sto,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,earnings;champion;million;said;redman;champion's;companies;share;shares;share;expected;stock;deal;income;million.;value;current;year;based;sold,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc969,e280,1,-1,10,Bonham_Hannon__A_Hot_Future_,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,;services;jobs;the;metropolitan;data;npa's;job;hannon;bonham;rate;30;areas;says;years;npa;small;fastest;bureau;growth,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc970,e280,1,-1,10,Cadbury_s_Earnings_Advance_On_Growth_in_Dr_Pepper_,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,billion);united;million;said;pounds;billion;bottling;cadbury;pounds.;profits;rose;new;beverage;strong;candy;sales;operations.;year;cadbury's;dr,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc971,e280,1,-1,10,Champion_Enterprises_Ponders_Purchasing_Redman_Ind,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,champion;reported;million;redman;said;companies;multisectioned;no.;net;shares;enterprises;possible;stock;manufactured-home;million.;income;2010;inc.;homes;revenue,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc972,e280,1,-1,10,Apple_Discusses_Buying_Be_Inc.__Computer_Firm_of_E,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,person;however;handle;said;computing;available;mr.;system;acquisition;software;possible;apple.;operating;apple;company;advanced;talks;regarded;apple's;quarterly,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc978,e280,1,-1,10,AOL_Expects_Profit_To_Meet_Forecasts,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,earnings;million;said;april;america;bottom-line;outlook;settlement;on-line;online;march;company's;operating;company;report;proposed;2011;12;subscriber;quarter,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc984,e280,1,-1,10,Connecticut_Files_Lawsuit_Against_Tobacco_Industry,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,said;morris;holdings..;state;court;states;tobacco-related;general;industry.;medicaid;every;lawsuit;connecticut;reynolds;tobacco;suits;philip;attorney;industry;filed,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc989,e280,1,-1,10,Anicom_Pays__8.3_Million_For_Two_Wire_Companies,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,proceeds;total;$13;million;institutional;said;wire;fiscal;transaction;wire;products.;norfolk;used;fiber-optic;close;va.;anicom;western;inc.;products,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc993,e280,1,-1,10,Airbus_Industrie_Prepares_For_Unique_Restructuring,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,member;aerospace;aerospatiale;said;british;makes;companies;airbus;747;assets;aviation;new;european;corporate;given;london;restructuring;boeing;air;daimler-benz,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc996,e280,1,-1,10,Allstate_Eases_Rules_to_Sell_More_Policies_in_Poor,Canadian_Pacific_Agrees_to_Sell_2_Realty_Units_for,172,insurance;insurer;said;fair-housing;restrictions;housing;national;state;noted;good;steps;policies;urban;allstate;insurers;sales;company;areas;areas.;homes,st.;credit;box;energy;cable;malaysia;java;tan;ford;airbus;pink;basf;taiwan;unions;venture;sri;sites;eds;bankers;blue
doc295,e295,1,-1,11,Baseball_Owners_Disagree_On_Two_Issues_of_Labor_De,Baseball_Owners_Disagree_On_Two_Issues_of_Labor_De,2,discussion;baseball's;agreement;good;2015.;mr.;scofield;clubs;labor;executive;new;time;strike;days;deal;tax;players;union;year;points,home;tax;exclusion;plan;people;sell;current;sale;new;years;says;homes;players;mr.;scofield;time;deal;capital-gains;probably;couple
